ensembl_gene_id,external_gene_name,entrezgene_id,gene_biotype,description
ENSG00000164520,RAET1E,135250,protein_coding,retinoic acid early transcript 1E [Source:HGNC Symbol;Acc:HGNC:16793]
ENSG00000164611,PTTG1,9232,protein_coding,PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]
ENSG00000165244,ZNF367,195828,protein_coding,zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320]
ENSG00000165304,MELK,9833,protein_coding,maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]
ENSG00000165480,SKA3,221150,protein_coding,spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262]
ENSG00000165490,DDIAS,220042,protein_coding,DNA damage induced apoptosis suppressor [Source:HGNC Symbol;Acc:HGNC:26351]
ENSG00000165891,E2F7,144455,protein_coding,E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]
ENSG00000166803,PCLAF,9768,protein_coding,PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961]
ENSG00000166851,PLK1,5347,protein_coding,polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]
ENSG00000167325,RRM1,6240,protein_coding,ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]
ENSG00000167513,CDT1,81620,protein_coding,chromatin licensing and DNA replication factor 1 [Source:HGNC Symbol;Acc:HGNC:24576]
ENSG00000167550,RHEBL1,121268,protein_coding,RHEB like 1 [Source:HGNC Symbol;Acc:HGNC:21166]
ENSG00000167680,SEMA6B,10501,protein_coding,semaphorin 6B [Source:HGNC Symbol;Acc:HGNC:10739]
ENSG00000167772,ANGPTL4,51129,protein_coding,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039]
ENSG00000167900,TK1,7083,protein_coding,thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830]
ENSG00000168078,PBK,55872,protein_coding,PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]
ENSG00000168389,MFSD2A,84879,protein_coding,MFSD2 lysolipid transporter A, lysophospholipid [Source:HGNC Symbol;Acc:HGNC:25897]
ENSG00000168476,REEP4,80346,protein_coding,receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176]
ENSG00000169607,CKAP2L,150468,protein_coding,cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]
ENSG00000169679,BUB1,699,protein_coding,BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]
ENSG00000170312,CDK1,983,protein_coding,cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]
ENSG00000170779,CDCA4,55038,protein_coding,cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]
ENSG00000171241,SHCBP1,79801,protein_coding,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]
ENSG00000171314,PGAM1,5223,protein_coding,phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]
ENSG00000171320,ESCO2,157570,protein_coding,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]
ENSG00000171631,P2RY6,5031,protein_coding,pyrimidinergic receptor P2Y6 [Source:HGNC Symbol;Acc:HGNC:8543]
ENSG00000171848,RRM2,6241,protein_coding,ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]
ENSG00000172927,MYEOV,26579,protein_coding,myeloma overexpressed [Source:HGNC Symbol;Acc:HGNC:7563]
ENSG00000172974,VDAC2P5,NA,processed_pseudogene,VDAC2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54753]
ENSG00000173207,CKS1B,1163,protein_coding,CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]
ENSG00000173846,PLK3,1263,protein_coding,polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]
ENSG00000174371,EXO1,9156,protein_coding,exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]
ENSG00000174442,ZWILCH,55055,protein_coding,zwilch kinetochore protein [Source:HGNC Symbol;Acc:HGNC:25468]
ENSG00000175063,UBE2C,11065,protein_coding,ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]
ENSG00000175183,CSRP2,1466,protein_coding,cysteine and glycine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2470]
ENSG00000175592,FOSL1,8061,protein_coding,FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]
ENSG00000175793,SFN,2810,protein_coding,stratifin [Source:HGNC Symbol;Acc:HGNC:10773]
ENSG00000175832,ETV4,2118,protein_coding,ETS variant transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3493]
ENSG00000176171,BNIP3,664,protein_coding,BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]
ENSG00000176208,ATAD5,79915,protein_coding,ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]
ENSG00000176619,LMNB2,84823,protein_coding,lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638]
ENSG00000176890,TYMS,7298,protein_coding,thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]
ENSG00000176912,TYMSOS,NA,lncRNA,TYMS opposite strand RNA [Source:HGNC Symbol;Acc:HGNC:29553]
ENSG00000177602,HASPIN,83903,protein_coding,histone H3 associated protein kinase [Source:HGNC Symbol;Acc:HGNC:19682]
ENSG00000177855,CACYBPP2,NA,processed_pseudogene,calcyclin binding protein pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45123]
ENSG00000178082,TWF1P1,NA,processed_pseudogene,twinfilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21736]
ENSG00000178999,AURKB,9212,protein_coding,aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]
ENSG00000179091,CYC1,1537,protein_coding,cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]
ENSG00000181026,AEN,64782,protein_coding,apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]
ENSG00000181544,FANCB,2187,protein_coding,FA complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]
ENSG00000181577,LINC03040,221416,lncRNA,long intergenic non-protein coding RNA 3040 [Source:HGNC Symbol;Acc:HGNC:28692]
ENSG00000181649,PHLDA2,7262,protein_coding,pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]
ENSG00000181773,GPR3,2827,protein_coding,G protein-coupled receptor 3 [Source:HGNC Symbol;Acc:HGNC:4484]
ENSG00000181938,GINS3,64785,protein_coding,GINS complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25851]
ENSG00000182481,KPNA2,3838,protein_coding,karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]
ENSG00000183150,GPR19,2842,protein_coding,G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]
ENSG00000183199,HSP90AB3P,NA,processed_pseudogene,heat shock protein 90 alpha family class B member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:5259]
ENSG00000183688,RFLNB,359845,protein_coding,refilin B [Source:HGNC Symbol;Acc:HGNC:28705]
ENSG00000183763,TRAIP,10293,protein_coding,TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]
ENSG00000183765,CHEK2,11200,protein_coding,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627]
ENSG00000183856,IQGAP3,128239,protein_coding,IQ motif containing GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:20669]
ENSG00000184445,KNTC1,9735,protein_coding,kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]
ENSG00000184661,CDCA2,157313,protein_coding,cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623]
ENSG00000184992,BRI3BP,140707,protein_coding,BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251]
ENSG00000185361,TNFAIP8L1,126282,protein_coding,TNF alpha induced protein 8 like 1 [Source:HGNC Symbol;Acc:HGNC:28279]
ENSG00000185480,PARPBP,55010,protein_coding,PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]
ENSG00000185839,,NA,processed_pseudogene,adenylate kinase 2 (AK2) pseudogene
ENSG00000186076,,NA,processed_pseudogene,phosphoglycerate mutase 1 (brain) (PGAM1) pseudogene
ENSG00000186185,KIF18B,146909,protein_coding,kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102]
ENSG00000186193,SAPCD2,89958,protein_coding,suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]
ENSG00000186638,KIF24,347240,protein_coding,kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]
ENSG00000186871,ERCC6L,54821,protein_coding,ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]
ENSG00000187522,HSPA14,51182,protein_coding,heat shock protein family A (Hsp70) member 14 [Source:HGNC Symbol;Acc:HGNC:29526]
ENSG00000187678,SPRY4,81848,protein_coding,sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533]
ENSG00000187951,,100288637,lncRNA,novel transcript
ENSG00000188229,TUBB4B,10383,protein_coding,tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]
ENSG00000188610,FAM72B,653820,protein_coding,family with sequence similarity 72 member B [Source:HGNC Symbol;Acc:HGNC:24805]
ENSG00000189057,FAM111B,374393,protein_coding,FAM111 trypsin like peptidase B [Source:HGNC Symbol;Acc:HGNC:24200]
ENSG00000196550,FAM72A,729533,protein_coding,family with sequence similarity 72 member A [Source:HGNC Symbol;Acc:HGNC:24044]
ENSG00000196584,XRCC2,7516,protein_coding,X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]
ENSG00000197275,RAD54B,25788,protein_coding,RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]
ENSG00000197299,BLM,641,protein_coding,BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]
ENSG00000197358,BNIP3P1,NA,transcribed_processed_pseudogene,BCL2 interacting protein 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19922]
ENSG00000197472,ZNF695,57116,protein_coding,zinc finger protein 695 [Source:HGNC Symbol;Acc:HGNC:30954]
ENSG00000198155,ZNF876P,NA,transcribed_unprocessed_pseudogene,zinc finger protein 876, pseudogene [Source:HGNC Symbol;Acc:HGNC:32472]
ENSG00000198369,SPRED2,200734,protein_coding,sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]
ENSG00000198805,PNP,4860,protein_coding,purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]
ENSG00000198826,ARHGAP11A,9824,protein_coding,Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]
ENSG00000198901,PRC1,9055,protein_coding,protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]
ENSG00000198959,TGM2,7052,protein_coding,transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]
ENSG00000203760,CENPW,387103,protein_coding,centromere protein W [Source:HGNC Symbol;Acc:HGNC:21488]
ENSG00000204196,RPL12P16,NA,transcribed_processed_pseudogene,ribosomal protein L12 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36926]
ENSG00000204253,HNRNPCP2,NA,processed_pseudogene,heterogeneous nuclear ribonucleoprotein C pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48814]
ENSG00000204856,FAM216A,29902,protein_coding,family with sequence similarity 216 member A [Source:HGNC Symbol;Acc:HGNC:30180]
ENSG00000213080,,NA,processed_pseudogene,spermine synthase (SMS) pseudogene
ENSG00000213261,EEF1B2P6,NA,processed_pseudogene,eukaryotic translation elongation factor 1 beta 2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:51453]
ENSG00000213390,ARHGAP19,84986,protein_coding,Rho GTPase activating protein 19 [Source:HGNC Symbol;Acc:HGNC:23724]
ENSG00000213585,VDAC1,7416,protein_coding,voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]
ENSG00000213866,YBX1P10,NA,processed_pseudogene,Y-box binding protein 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42432]
ENSG00000214110,LDHAP4,NA,transcribed_processed_pseudogene,lactate dehydrogenase A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:6539]
ENSG00000214182,PTMAP5,NA,transcribed_processed_pseudogene,prothymosin alpha pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:9628]
ENSG00000214391,TUBAP2,NA,processed_pseudogene,tubulin alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:14531]
ENSG00000214485,RPL7P1,NA,processed_pseudogene,ribosomal protein L7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10367]
ENSG00000214975,PPIAP29,NA,processed_pseudogene,peptidylprolyl isomerase A pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:43021]
ENSG00000215492,HNRNPA1P7,NA,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:31015]
ENSG00000215784,FAM72D,728833,protein_coding,family with sequence similarity 72 member D [Source:HGNC Symbol;Acc:HGNC:33593]
ENSG00000216285,,NA,processed_pseudogene,phosphoglycerate mutase 1 (brain) (PGAM1) pseudogene
ENSG00000216866,RPS2P55,NA,processed_pseudogene,ribosomal protein S2 pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:36140]
ENSG00000217241,CBX3P9,NA,processed_pseudogene,CBX3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42881]
ENSG00000218537,MIF-AS1,NA,lncRNA,MIF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27669]
ENSG00000224631,RPS27AP16,NA,transcribed_processed_pseudogene,RPS27A pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36855]
ENSG00000224861,YBX1P1,NA,processed_pseudogene,Y-box binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8015]
ENSG00000225200,,NA,processed_pseudogene,ribosomal protein S8 (RPS8) pseudogene
ENSG00000226084,RPL17P6,NA,processed_pseudogene,ribosomal protein L17 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36520]
ENSG00000226415,TPI1P1,NA,processed_pseudogene,triosephosphate isomerase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35449]
ENSG00000227300,KRT16P2,NA,transcribed_unprocessed_pseudogene,keratin 16 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37807]
ENSG00000228205,RPS3P3,NA,processed_pseudogene,ribosomal protein S3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:36700]
ENSG00000228232,GAPDHP1,NA,processed_pseudogene,glyceraldehyde-3-phosphate dehydrogenase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4159]
ENSG00000228305,PRELID1P6,NA,processed_pseudogene,PRELID1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54771]
ENSG00000229132,EIF4A1P10,NA,processed_pseudogene,eukaryotic translation initiation factor 4A1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37930]
ENSG00000229638,RPL4P4,NA,processed_pseudogene,ribosomal protein L4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36179]
ENSG00000230453,ANKRD18B,441459,protein_coding,ankyrin repeat domain 18B [Source:HGNC Symbol;Acc:HGNC:23644]
ENSG00000230629,RPS23P8,NA,processed_pseudogene,ribosomal protein S23 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:35982]
ENSG00000231007,CDC20P1,NA,processed_pseudogene,cell division cycle 20 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29487]
ENSG00000231274,SBK3,100130827,protein_coding,SH3 domain binding kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:44121]
ENSG00000231991,ANXA2P2,NA,processed_pseudogene,annexin A2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:539]
ENSG00000232472,EEF1B2P3,NA,processed_pseudogene,eukaryotic translation elongation factor 1 beta 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:3210]
ENSG00000233966,UBE2SP1,NA,processed_pseudogene,ubiquitin conjugating enzyme E2 S pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30864]
ENSG00000235001,EIF4A1P2,NA,processed_pseudogene,eukaryotic translation initiation factor 4A1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23946]
ENSG00000235552,RPL6P27,NA,transcribed_processed_pseudogene,ribosomal protein L6 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:36133]
ENSG00000235823,OLMALINC,90271,lncRNA,oligodendrocyte maturation-associated long intergenic non-coding RNA [Source:HGNC Symbol;Acc:HGNC:28060]
ENSG00000236824,BCYRN1,618,scRNA,brain cytoplasmic RNA 1 [Source:HGNC Symbol;Acc:HGNC:1022]
ENSG00000237506,RPSAP15,NA,processed_pseudogene,ribosomal protein SA pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:31464]
ENSG00000237649,KIFC1,3833,protein_coding,kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]
ENSG00000240972,MIF,4282,protein_coding,macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097]
ENSG00000242071,RPL7AP6,NA,processed_pseudogene,ribosomal protein L7a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:19785]
ENSG00000242114,MTFP1,51537,protein_coding,mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]
ENSG00000242147,LASTR,102723629,lncRNA,lncRNA associated with SART3 regulation of splicing [Source:HGNC Symbol;Acc:HGNC:54143]
ENSG00000242147,LASTR,105376382,lncRNA,lncRNA associated with SART3 regulation of splicing [Source:HGNC Symbol;Acc:HGNC:54143]
ENSG00000244313,,NA,processed_pseudogene,ribosomal protein S10 (RPS10) pseudogene
ENSG00000244405,ETV5,2119,protein_coding,ETS variant transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3494]
ENSG00000247095,MIR210HG,100506211,lncRNA,MIR210 host gene [Source:HGNC Symbol;Acc:HGNC:39524]
ENSG00000253626,EIF5AL1,143244,protein_coding,eukaryotic translation initiation factor 5A like 1 [Source:HGNC Symbol;Acc:HGNC:17419]
ENSG00000254285,KRT8P3,NA,processed_pseudogene,keratin 8 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31056]
ENSG00000254332,TPM4P3,NA,processed_pseudogene,TPM4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:56402]
ENSG00000254598,CSNK2A3,283106,protein_coding,casein kinase 2 alpha 3 [Source:HGNC Symbol;Acc:HGNC:2458]
ENSG00000254827,SLC22A18AS,5003,lncRNA,SLC22A18 antisense RNA [Source:HGNC Symbol;Acc:HGNC:10965]
ENSG00000258644,SYNJ2BP-COX16,100529257,protein_coding,SYNJ2BP-COX16 readthrough [Source:HGNC Symbol;Acc:HGNC:48350]
ENSG00000263513,FAM72C,554282,protein_coding,family with sequence similarity 72 member C [Source:HGNC Symbol;Acc:HGNC:30602]
ENSG00000263513,FAM72C,728833,protein_coding,family with sequence similarity 72 member C [Source:HGNC Symbol;Acc:HGNC:30602]
ENSG00000263563,UBBP4,NA,transcribed_unprocessed_pseudogene,ubiquitin B pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:12467]
ENSG00000265415,PRR11-AS1,NA,lncRNA,PRR11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56242]
ENSG00000276043,UHRF1,29128,protein_coding,ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]
ENSG00000278023,RDM1,201299,protein_coding,RAD52 motif containing 1 [Source:HGNC Symbol;Acc:HGNC:19950]
ENSG00000280206,,NA,lncRNA,novel transcript
ENSG00000284906,,NA,protein_coding,novel protein
